,content,labels
449,刚听到成都这首歌时那是去年这首歌也合乎当时心情成都都是一个梦想的城市因为那里有初恋想为了她转校每个月存钱要去看她和她去锦里去宽窄巷子去杜甫草堂去都江堰见她室友一起去看电影牵着她的手走在成都的街头最后却牵不走她的心分手后两个月又是别人牵着她了,4
450,我不甘心,1
451,曾经的我不懂女生把她翻唱的这首歌私密分享给我是什么意思后来他伤害了她再后来如果我在四维的空间里我想告诉那个男生千万不要等到伤害到她了的时候才发现自己喜欢她不要拿三年的同学关系就换一天的情侣关系啊亏死了,3
452,我封存回忆只是想自己舔伤口不是一直都是这样吗你让我难过我不说偶尔耍耍脾气你会说我不成熟我习惯自己疗伤了我学会自己生活了可以不玩游戏可以不抽烟了可是怎么习惯没有你怎么学会过没有你的日子啊如何你对我们成都的回忆有所怀念的话你要知道我多在乎你,7
453,姐姐走好,1
454,我也在写数学试卷,1
455,想去看看夜晚的锦里想去尝尝小吃想去见你,1
456,网易云评论是一个特色伤春悲秋缅怀往事遣怀抒情也无可厚非但是一首歌打开全是各种主观情绪的表达难道没有一点关注音乐的让我这种乐盲长长知识好吗我觉得煽情的选几条就行了留一点有含量的好吗云音乐小秘书云音乐小秘书,9
457,至少她是幸运的,1
458,不思量自难忘苏轼的诗,1
459,抱抱你,1
460,再也没有给你留过言再也没有主动找过你再也没有给你打过电话再也没有给你发过短信看见你只会擦肩而过微微一笑甚至当作路人笑都不笑不是我装清高不食人间烟火而是你错过了当初认真的我,1
461,嗯嗯是该睡觉了明天六点二十上早自习,1
462,昨晚听着听着忘记关了一晚上放了遍,1
463,四川考试准备入眠中,1
464,你们都是有故事的人而我只有酒,9
465,他听歌排行最高的一首歌他喜欢的民谣,5
466,有多少人和我一样来听着歌看着评论想着自己的故事想要评论不知从何说起,9
467,等你去了回来就知道吃什么了,1
468,最向往的城市没有之一,1
469,很久以前就想去听你的演唱会有几次发工资了都想买票的真的可是我不知道我去看了演唱会回来吃什么要怎么熬到下一次发工资,1
470,好火的一首歌现在听听,1
471,回不去了那些日子,1
472,嗯嗯大甘肃考生正在写数学试卷,1
473,现在我在成都在川师念大学离家乡一千多公里离家人半个中国我在想我的未来会是怎样以后会不会有人跟我一起听着成都吃着火锅,2
474,重庆考生给你加油几何题解题中,9
475,雷子我想去看你的演唱会,1
476,她喜欢成都我去学吉他希望学成那天可以忘了她了知道遇见一个真心喜欢的人有多难也知道她能喜欢自己更难,0
477,对呀对呀,1
478,可惜,1
479,我叫车函霖如果有一天我火了请告诉我是因为那首歌,1
480,好多好听的歌赵雷不红天理难容,1
481,评论就服你,9
482,还有我们的时光宋钊的皇后镇大冰的陪我去可可西里看海,1
483,衡水太牛了,1
484,还有天就高考没日没夜的学只有大冰的书还有赵雷宋钊等等的歌支撑着这天,1
485,可以听一听东莞,1
486,谢谢,1
487,好的,1
488,微博微小微,1
489,手语版成都,2
490,微小微,1
491,成姆斯特丹完美,1
492,东莞这首歌越听越好听,9
493,同学梦想成真,1
494,真好你们真幸福让人羡慕,1
495,十八岁生日快乐啊唐小孩高一到高三温暖的陪伴没有办法陪在你身边过这个生日我只能听着你最爱的赵雷写下我对你的想念你在成都离我公里的车程但是呀你一直在我心里这些肉麻的句子送给我珍惜的友情送给最爱赵雷的你,7
496,马上去这个地方了,1
497,突然间班上都是这首歌余音环绕让我不得不爱上,1
498,加油,9
499,高三党倒计时和男票约定好好努力毕业去成都耍和老太婆老头打成麻加油,4
500,对呀我大石家庄咋啦,1
501,这首歌很红歌词真实勾起层层记忆的感伤,1
502,老乡给你一个赞,1
503,第一次听成都觉得这歌似曾相识后来想起了伍佰的突然的自我再后来听得多了成都确实好听,4
504,不客气,1
505,去了还想再去的城市讲真,1
506,求互粉,1
507,蟹蟹,1
508,比较了两首还是东莞这首走心,1
509,只要和喜欢的人在一起哪里都可以是成都,0
510,这个不如现场版的好听,9
511,爱上了湖师院文学院的一个妹子李悦你能看见吗我真的很喜欢你,3
512,请听心雨嘻嘻抄的还变了点样,1
513,谁知道我雷第几天去太湖迷笛呀,1
514,现在时间不允许得忙碌大学生活,1
515,周杰伦的晴天,1
516,大家去听一下童安格的其实你不懂我的心难道是我的错觉,1
517,那就去看看,1
518,周董的晴天嵩哥的雅俗共赏都比成都多太多了,2
519,周杰伦的晴天,1
520,好像很多人向往成都这破地方似的一位老成都人内心直白,8
521,朱哈哈,1
522,是心里带不走的只有你吧,1
523,那还有哪些新生求指路,1
524,快来一个你我也想你牵我衣袖在成都街道走,2
525,你也火了,1
526,评论不是,9
527,真想去成都看一看走一走,2
528,超喜欢最近中毒,3
529,谁来告诉我这是不是评论最多热评点赞数最多的歌,9
530,一首成都不一样的故事,4
531,我不知道峨眉山那是不是有真正的佛学导游也不知道佛学导游为什么要给她说人与人的结合靠的是缘总之我失去了她成都一个让我忘不了的城市,4
532,你会挽着我的衣袖我会把手揣进裤兜让我想起了迪伦和他女友走在街上的画面五十年之后这个画面依旧美好,1
533,带不走的不止成都还有小白,2
534,并不好听啊,1
535,不管走在哪个街头都没了你的影子,1
536,愿这世间所有的离别都能再见愿一生中所有的回忆没有遗憾,1
537,我会把手踹进裤兜,1
538,喜欢成都人的生活惬意享受生活希望明年能和女朋友去成都一趟,6
539,我会挽着你的衣袖,1
540,多谢提醒回来的前一天夜里在小酒馆那边吃的串串,1
541,亲爱的朋友今生今世只是个戏子永远在别人的故事里流着自己的泪,9
542,突然间想起那天成都的下雨天那天我身边还有你那天以后你身边有了他,2
543,成都带不走的还有大熊猫,2
544,这里荒芜寸草不生后来你来这走了一遭奇迹般万物生长这里是我的心这首诗还可以倒着读,1
545,好美好又相信爱情了,1
546,哈哈哈,1
547,年我在上海一个朋友邀请我去成都一起创业于是我辞掉了工作飞到成都她陪我在成都逛了几天然后去见她的朋友讨论创业计划没想到这一切竟然是传销幸亏我自保意识比较好成功逃离从那以后我对成都和上海都没有好感直到这首歌勾起了成都青涩的回忆符看到了吗,8
548,西成高铁要通了一定得去成都看看,2
549,每个人心里都有一座成都吧,2
550,这首歌很红但我是第一次听特别认真的,1
551,和我走一走直到所有的灯都熄灭了也不停留曾经的爱情什么都没有但是就是有那么一个人愿意会陪你走到所有灯都熄灭了也不停留而且感觉这都不够,1
552,二十三万五千三百二十五,1
553,二十三万五千三百二十四,1
554,安达的,1
555,你有故事我有酒,9
556,成都的街头不会再有你我的身影从此我们各自安好,4
557,年一个很好的朋友让我从上海去成都说一起创业,2
558,知乎上有人问是不是越长大越难爱上一个人有个回答我好喜欢不是越难爱上别人而是越来越知道自己究竟爱什么人也越来越能分辨什么是爱的确我们不会再像小时候爱他穿了件自己喜欢的白衬衫和牛仔裤现在即便心动也只是适可而止的欣赏长大后我们会爱的人一定是希望我们都清醒也幸运,3
559,想和他一起在成都的街头走一走,4
560,秒红心大爱开头的那种仿佛回到了从前,1
561,不敢相信这是安徽考生毕竟除了浙江山东湖北就是安徽了,1
562,我冷鸟女神就是成都的真想去成都,2
563,万五千多,1
564,万,1
565,回忆是思念的愁可惜我从未有过你的回忆,1
566,带不走的只有你,1
567,感动,1
568,幸福姗姗来迟无论弯道多长总算有了交点并一路同行,1
569,你不喜欢不代表别个不喜欢,3
570,这首歌的歌词学校要求改成校歌然后她改好后给我看有句是你会牵起我的小手我会揣你进我心口我是女孩后来才发现她一直喜欢我一周前她给我告白了我们在一起又分了现在听到这首歌心里总是想到她那个现在阳光下穿着蓝色衬衣的短发女孩,5
571,然后在朋友圈里发现一个很有意思的现象一天之中某一个时刻给你所有朋友发消息大家都不会回你守着手机屏幕一遍遍的刷着消息笃定有位好友能感受到你的暖意你期待良久却也不了了之之后的时间万没有刚刚的性质了好像所有的事情跟你都失去的关系城隔了情隔了清净,1
572,在上大学的时候认识了我最喜欢的一个人四年的异地恋记忆中只有一次在成都带她在街边吃过一次串串,0
573,今天在成都逛,2
574,歌火了傻子多了,1
575,百听不厌不知为什么一听到这首歌就会莫名难过也许这样缓缓道来的旋律才能让人听到自己内心的声音吧,1
576,青春带不走的只有你,1
577,我未曾珍惜的我不再拥有,1
578,一首歌一段回忆一个故事,1
579,想起的都是你啊都是你啊,1
580,我的回忆在苏州和上海听这首歌会有莫名的代入感很喜欢,5
581,谢谢,1
582,这不是您口中的流行音乐谢谢,1
583,陌生的朋友无论你是谁当你看到这条评论时祝你好梦晚安,9
584,为万评论贡献一点点力量真的很好听加油,9
585,微小微过来的,1
586,我看了你这个评论想到你说躺下然后我去查了火车车次应该不是动车看到两个开头的火车不知你坐的是哪一辆,9
587,来来去去就那两段旋律这样的歌也可以大热只能说大陆的流行音乐实在差,1
588,好想去一次成都不止因为美还是峰峰的家乡,2
589,最近迷上了民谣,1
590,想哭,1
591,每次听这歌看到这评论都会下意识的点赞,9
592,听说你喜欢看评论我想我的评论应该也能被你看到吧我喜欢你景,5
593,看了你的歌单感觉你的年龄在之间,1
594,嗯,1
595,晚上八点多去食堂吃了碗面现在肚子有些难受想吐回来的路上去了新开的便利店服务态度超级好店员小哥哥很热情,1
596,民谣会上瘾,1
597,爱你,1
598,不认识什么哥但我知道好的音乐是完全不需要和别人攀比的,1
599,买了五一的机票等我,1
600,我都可以当他干妈了,1
601,躺在上海回武汉的火车上听着这首歌很有感觉,1
602,又要奔向下一个城市新的开始迷茫的开始人生有时候也很无奈,1
603,个月,1
604,他是垃圾那你就是垃圾里面最小块腐肉,1
605,好温柔的一首歌好喜欢,3
606,听这首歌莫名的就想起了小的时候副歌响起的时候心颤抖了那个时候没有手机没有电脑没有微博没有很多然而现在什么都有但是总是少了那份家的味道致所有在外奋斗的人们,1
607,没有最好朋友所谓朋友为什么不在乎呢当我找你的时候你和别人在一起教会了你什么是爱你却把爱送给了别人那个动不动发脾气明明是不满意为什么还要强求说是亲戚来了,1
608,听了好多次成都这首歌最近一次是在丽江古城里偶然又听到了谢首歌突然感觉百感交集虽然唱的是成都但是昆明依然是充满回忆的地方别了回忆别了昆明,7
609,幻想了无数次你挽着我的衣袖我把手揣在裤兜可是只能是幻想,1
610,今天第一次来成都住在了庆云南街,4
611,左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强左强,1
